#ID	length	GC	coverage	Taxonomic assignment	NCBI taxaid lineage	scores	reason	bin	SRR22405441	SRR22405442	SRR22405445	SRR22405453	SRR22405460	SRR22405461	SRR22405467	SRR22405532	SRR22405538	SRR22405544
k141_16109	1090	57.156	4.59	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;NA;Lachnospiraceae bacterium;	1;131567;2;1783272;1239;186801;3085636;186803;186928;1898203	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 1/1 ORFs	NA	0	0	0	1.06502	0	0	0	0	3.63115	18.8376
k141_66368	1154	54.246	5.86		1;131567	1.00;1.00	based on 2/2 ORFs	NA	0	0	0	0	4.83182	0	12.9264	0	0	0
k141_28179	1251	47.242	7.50	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 2/2 ORFs	NA	2.54946	0	0	2.4256	0	22.3817	0	0	2.75666	7.62715
k141_41758	1346	48.366	4.43	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 2/2 ORFs	NA	1.46819	0	6.63972	2.79372	0	0	0	0	3.96877	0
k141_41759	2373	50.190	53.30	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 2/2 ORFs	NA	6.61308	0	2.34983	2.24707	0	1.24406	0	0	0	0.794901
k141_41760	2182	31.531	6.77	Bacteria;Deferribacterota;Deferribacteres;Deferribacterales;Mucispirillaceae;Mucispirillum*;	1;131567;2;200930;68337;191393;2945020;248038*	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 4/4 ORFs	NA	2.23471	0	0	5.8469	1.08119	1.47139	0	0	2.11429	2.82046
k141_3783	1194	25.796	3.57	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;NA;Lachnospiraceae bacterium;	1;131567;2;1783272;1239;186801;3085636;186803;186928;1898203	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 1/2 ORFs	NA	0.932894	0.87205	0	0	0	0	0	0	0	15.6989
k141_3785	1315	57.719	7.08	Bacteria;Bacillota;Clostridia;	1;131567;2;1783272;1239;186801	1.00;1.00;1.00;1.00;1.00;1.00	based on 3/3 ORFs	NA	0	0.71895	0	0	0	0	0	0	1.66324	26.7484
k141_28184	1051	38.820	2.96	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 1/1 ORFs	NA	0	0	0	0	0	23.2543	0	0	1.30188	0
k141_41769	1841	59.804	180.99		1	1.00	based on 2/2 ORFs	NA	1.56962	1.10043	0.709843	2.61338	1.89852	4.13391	0	0	0	1.76092
k141_28189	1010	49.307	8.06		1	1.00	based on 2/2 ORFs	NA	1.30376	0	0	0	8.83096	0	24.7502	0	0	0
k141_3790	2551	42.180	5.66	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 2/2 ORFs	NA	0.204371	0	0	0	0	1.07651	0	0.194356	8.83924	0.45856
k141_90448	1023	64.516	14.79	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 2/2 ORFs	NA	13.9792	1.18795	1.14945	9.67278	4.91883	17.8507	0	2.41712	19.2377	17.1087
k141_28196	1265	52.253	4.83	Bacteria;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium sp.*;	1;131567;2;1783272;1239;186801;186802;186806;1730;3100185;142586*	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.68;0.68	based on 3/3 ORFs	NA	0	0	0	0	0	1.45927	0	0	17.9732	0
k141_16116	6567	37.902	32.79	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.97;0.97;0.97;0.97;0.97	based on 6/6 ORFs	NA	0.370074	2.85398	1.50626	4.43053	0.835558	0.974665	0	0.791862	2.26752	6.43526
k141_90452	1245	62.008	47.77	Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;	1;131567;2;1783272;1239;186801;186802;216572	1.00;1.00;1.00;1.00;1.00;1.00;0.85;0.85	based on 2/2 ORFs	NA	6.00621	0	0	4.89807	0	4.51959	0	0	1.85553	11.5513
k141_3797	1082	48.429	4.88	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 2/2 ORFs	NA	0	0	0	0	0	0	0	0	1.22835	20.3917
k141_90453	1155	46.840	19.98	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 3/3 ORFs	NA	4.98479	0	0.901729	1.89705	0	45.512	0	0	26.9496	17.8955
k141_16121	1297	59.676	5.62	Bacteria;Bacillota;Clostridia;Eubacteriales;	1;131567;2;1783272;1239;186801;186802	1.00;0.67;0.67;0.67;0.67;0.67;0.67	based on 3/4 ORFs	NA	1.58122	0	0.715089	3.00879	1.53004	4.16445	0	0	6.8389	6.20877
k141_3800	1188	53.620	197.82	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;	1;131567;2;1783270;68336;976;200643;171549;815	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 1/1 ORFs	NA	56.5405	176.176	28.9792	22.414	111.245	69.4917	154.497	0	0	11.6291
k141_41782	1830	52.842	4.97	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 3/3 ORFs	NA	0	0	5.74722	2.64489	1.15285	2.09188	0	0	3.00588	0
k141_28202	3731	44.412	19.88	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 5/5 ORFs	NA	2.67515	1.16103	2.07396	2.18159	4.99225	5.8713	0.082442	3.36179	0.206612	3.21557
k141_3801	1909	32.740	7.22	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;	1;131567;2;1224;1236;91347	1.00;1.00;1.00;1.00;1.00;1.00	based on 3/3 ORFs	NA	0	0	0	0	0	0	0	15.2708	0	0
k141_66377	1026	49.610	2.92	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 1/1 ORFs	NA	2.52683	0	0	2.40407	0	2.21831	0	0	8.19658	0
k141_90460	1009	59.068	68.65	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 1/1 ORFs	NA	0	29.3075	0	3.72865	96.0692	126.153	0	54.6626	0	0
k141_41786	2431	47.511	9.68	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 2/2 ORFs	NA	2.25046	0	1.42485	9.84919	0	1.97568	0	0	0.730007	2.01979
k141_66382	1083	58.541	3.42	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;NA;Muribaculaceae bacterium;	1;131567;2;1783270;68336;976;200643;171549;2005473;2006847;2498093	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 1/1 ORFs	NA	0	0	0	0	0	27.8733	0	0	0	0
k141_28212	1699	50.795	3.92	Bacteria;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium sp.*;	1;131567;2;1783272;1239;186801;186802;186806;1730;3100185;142586*	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	NA	0	0	0.833457	0	0	0	0	0	10.4618	0.516893
k141_3806	2315	41.685	5.39	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 3/3 ORFs	NA	1.48899	2.31979	0.22446	1.18054	1.44079	1.30718	0.642419	0	0	1.39205
k141_90462	1892	45.666	3.42	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;NA;Muribaculaceae bacterium;	1;131567;2;1783270;68336;976;200643;171549;2005473;2006847;2498093	1.00;1.00;1.00;0.54;0.54;0.54;0.54;0.54;0.54;0.54;0.54	based on 2/2 ORFs	NA	0	0	2.68836	1.76742	0	0.652341	0	0	3.21384	0
k141_3807	1556	41.452	19.40				no ORFs found	NA	4.94384	5.64838	0	0	4.2523	40.5086	2.37001	11.4927	0	0.616266
k141_53289	1042	48.273	4.87	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;	1;131567;2;1783272;1239;186801;3085636;186803	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	NA	1.22491	0	0	1.16541	0	0	0	0	17.218	2.74841
k141_90465	2096	38.693	39.25	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 3/3 ORFs	NA	2.11912	2.82988	0.821446	0.288025	2.05054	1.59461	4.17962	0	0	3.39629
k141_66393	1247	53.970	4.27	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;NA;Lachnospiraceae bacterium;	1;131567;2;1783272;1239;186801;3085636;186803;186928;1898203	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 3/4 ORFs	NA	0	0	1.54717	0	0	1.5017	0	0	1.84958	14.3928
k141_3813	1391	54.637	3.88	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;NA;Muribaculaceae bacterium;	1;131567;2;1783270;68336;976;200643;171549;2005473;2006847;2498093	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.93;0.93;0.93	based on 2/2 ORFs	NA	0	0	0.621707	0	0.665118	21.7238	0	0	0	0.771139
k141_90470	1830	37.377	9.20	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 2/2 ORFs	NA	3.57422	0	0	2.26705	0	17.4323	0	0	5.15294	2.22769
k141_16139	1098	46.357	6.53	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 2/2 ORFs	NA	5.51577	1.03121	0	0	0	25.18	0	0	7.15686	1.23761
k141_28238	1693	65.800	5.60	Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;	1;131567;2;1783272;201174;1760;85004;31953;1678	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	NA	4.6401	0	5.87563	1.76587	0	0	0	0	1.00344	0
k141_28239	2020	29.109	5.36	Bacteria;Deferribacterota;Deferribacteres;Deferribacterales;Mucispirillaceae;Mucispirillum*;	1;131567;2;200930;68337;191393;2945020;248038*	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	NA	0.977822	0.609365	0.589613	5.89201	0	1.14457	0.281252	0	0	3.29099
k141_53319	2313	38.089	5.26	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 3/3 ORFs	NA	0.745781	1.62666	1.12424	0.946065	3.12712	0.872962	1.93059	0	0	0.278892
k141_3831	1245	43.373	3.39	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;	1;131567;2;1783272;1239;186801;3085636;186803	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	NA	3.43212	0	0	0	0	0	0	0	6.49434	1.92521
k141_53326	2085	53.621	7.04	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;NA;Lachnospiraceae bacterium;	1;131567;2;1783272;1239;186801;3085636;186803;186928;1898203	1.00;1.00;1.00;0.83;0.83;0.83;0.83;0.83;0.83;0.83	based on 4/4 ORFs	NA	0	0	0	0	0	0.537161	0	0	1.65399	14.4153
k141_16161	2174	43.698	4.39	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;	1;131567;2;1783272;1239;186801;3085636;186803	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 1/1 ORFs	NA	0	0	0	0	0.272291	15.8106	0	0	1.21707	0
k141_41814	1027	53.067	4.30	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 2/2 ORFs	NA	0	0	3.42153	7.19818	0	0	0	0	6.81718	2.82928
k141_53334	1075	47.721	12.97	Bacteria;Bacillota;Clostridia;	1;131567;2;1783272;1239;186801	1.00;1.00;1.00;1.00;1.00;1.00	based on 2/3 ORFs	NA	0	0	6.2456	28.4688	1.11362	4.04138	0	0	0	0
k141_16172	1482	47.571	5.29	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;NA;Lachnospiraceae bacterium;	1;131567;2;1783272;1239;186801;3085636;186803;186928;1898203	1.00;1.00;1.00;1.00;1.00;1.00;0.73;0.73;0.73;0.73	based on 2/2 ORFs	NA	1.21109	0	0.547701	0.576124	1.17189	0	0	0	1.96427	12.9076
k141_41820	1510	39.536	48.95	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;NA;Lachnospiraceae bacterium;	1;131567;2;1783272;1239;186801;3085636;186803;186928;1898203	1.00;1.00;1.00;0.95;0.95;0.95;0.83;0.83;0.83;0.83	based on 3/3 ORFs	NA	0	0	0	0	0.564415	0	0	0	3.15349	14.3965
k141_41822	1197	47.870	4.00	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	NA	0	0	0	7.94816	0	0	0	0	7.02564	0
k141_53346	1233	59.611	6.40	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;NA;Lachnospiraceae bacterium;	1;131567;2;1783272;1239;186801;3085636;186803;186928;1898203	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 1/1 ORFs	NA	0	0	0.79125	0	0	0	0	0	0	23.5544
k141_41823	3667	53.368	54.86	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.76;0.76;0.76;0.76;0.76	based on 2/2 ORFs	NA	3.46168	6.47182	2.77319	3.76401	6.8907	5.73072	7.93707	0	0	3.21783
k141_16178	2025	42.864	534.28		1;131567	1.00;1.00	based on 3/3 ORFs	NA	72.0019	102.172	2.05347	4.32007	53.0383	1065.47	34.4234	217.758	0.350692	51.3046
k141_16180	1586	50.000	718.73		1;131567	1.00;1.00	based on 1/1 ORFs	NA	128.482	494.741	88.4719	59.8622	329.482	227.445	462.626	1.50846	0	28.4723
k141_28265	1137	33.597	4.70	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 2/2 ORFs	NA	1.02877	0	0	0	0	7.2253	0	0	15.5734	2.30832
k141_16184	1815	54.545	5.80		1;131567	1.00;1.00	based on 2/2 ORFs	NA	0.403727	0	0	0	5.07859	0	8.36097	0	0.436539	0
k141_16186	1176	37.245	5.20	Bacteria;Deferribacterota;Deferribacteres;Deferribacterales;Mucispirillaceae;Mucispirillum*;	1;131567;2;200930;68337;191393;2945020;248038*	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 1/1 ORFs	NA	0.961671	0	0.869812	5.48971	0	0	0	0	0	10.7888
k141_3836	1441	40.527	6.64	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	NA	1.28098	4.19102	1.73793	1.21875	0.619762	3.37373	3.86873	0	0	5.74843
k141_28275	1548	52.390	4.33		1	1.00	based on 1/1 ORFs	NA	0	0	0	0	1.61114	0	5.74696	0	3.60069	0
k141_16197	1223	45.462	20.96	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 1/1 ORFs	NA	0	1.66237	0	12.6897	1.7208	6.24488	0	31.2873	0	18.9534
k141_28278	1377	53.014	3.39	Bacteria;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;NA;Desulfovibrionaceae bacterium;	1;131567;2;200940;3031449;213115;194924;231685;2049043	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 1/2 ORFs	NA	0.701412	4.58966	0	0	4.07227	0	0	0	0	0.7869
k141_16201	1461	54.620	5.03		1	1.00	based on 2/2 ORFs	NA	0	0	0	0.592805	2.41164	0	10.2153	0	0	0
k141_3855	1289	56.555	7.70	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 2/2 ORFs	NA	0	0	0	0.761564	6.19636	0	15.1955	0	0.865506	0
k141_3861	1503	31.670	5.27	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter;Odoribacter splanchnicus;	1;131567;2;1783270;68336;976;200643;171549;1853231;283168;28118	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.59;0.59	based on 3/3 ORFs	NA	2.9437	3.30205	0.532503	1.68041	1.70905	2.06742	1.01604	0	0	3.30247
k141_53371	1073	51.538	8.13	Bacteria;Bacillota;	1;131567;2;1783272;1239	1.00;1.00;1.00;0.70;0.70	based on 2/2 ORFs	NA	3.46548	1.07982	1.04482	0	0	4.05646	0	0	24.9808	3.88785
k141_16213	1697	54.979	6.86	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;NA;Lachnospiraceae bacterium;	1;131567;2;1783272;1239;186801;3085636;186803;186928;1898203	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	NA	0.92365	0	0	0.439389	0	0	0	0	2.99615	15.5434
k141_53379	1506	51.195	9.82	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 3/3 ORFs	NA	8.79594	0	0	2.78954	0	5.14798	0	0	12.047	3.28933
k141_16214	1550	40.516	18.59	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 3/3 ORFs	NA	0.553577	5.69219	0	2.63341	5.89226	0.971971	1.91071	0	0	0.621046
k141_41835	1902	43.007	7.05	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	NA	4.04401	1.37464	0.332521	2.44844	2.84591	1.9365	1.9034	0	0.397516	2.47467
k141_16218	1101	58.856	7.12	Bacteria;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Mailhella;	1;131567;2;200940;3031449;213115;194924;1981028	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 1/1 ORFs	NA	1.09715	8.20475	0	1.04385	23.3561	0	0	0	0	2.46174
k141_78263	3337	47.588	6.78	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 3/4 ORFs	NA	1.19434	1.78631	0.648155	0.681791	2.31137	0.838812	0.412237	0	0	0.669954
k141_53387	1633	45.438	40.15	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 1/1 ORFs	NA	0.997467	0	16.2394	74.9717	0	0	0.430355	0	1.07853	2.79759
k141_78265	1164	52.663	2.64	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;NA;Muribaculaceae bacterium;	1;131567;2;1783270;68336;976;200643;171549;2005473;2006847;2498093	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	NA	0	0.91758	0.887839	0	0	15.5115	0	0	0	0
k141_41849	1316	41.337	4.16	Bacteria;Bacillota;	1;131567;2;1783272;1239	1.00;1.00;1.00;1.00;0.58	based on 2/3 ORFs	NA	0	0	0	0	0.743089	1.34836	0.662654	0	15.7768	1.72308
k141_41850	1284	53.349	6.08	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 1/1 ORFs	NA	0	0	0	0	3.12236	0	14.618	0	0	0.905018
k141_53400	1146	38.918	4.88	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;	1;131567;2;1783272;1239;186801;3085636;186803	1.00;0.68;0.68;0.68;0.68;0.68;0.68;0.68	based on 2/2 ORFs	NA	0	0	0	0	0	0	0	0	18.6147	0
k141_53402	1259	38.523	5.29	Bacteria;Bacillota;Clostridia;	1;131567;2;1783272;1239;186801	1.00;1.00;1.00;0.60;0.60;0.60	based on 2/2 ORFs	NA	0.839053	0	0	0	0	1.47321	0	0	11.7942	5.6479
k141_78271	1117	42.167	7.54	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	NA	1.06594	3.98569	0.964126	0	4.12578	3.74318	8.27818	0	0	4.78345
k141_41857	1241	53.505	4.90	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 1/1 ORFs	NA	0	0	0	0	7.52059	0	7.4517	0	0	0
k141_78273	2398	28.774	6.61	Bacteria;Deferribacterota;Deferribacteres;Deferribacterales;Mucispirillaceae;Mucispirillum*;	1;131567;2;200930;68337;191393;2945020;248038*	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 4/4 ORFs	NA	1.61898	0	0.418381	3.74079	0.447594	2.43652	0.997862	0.219949	1.00032	3.89206
k141_41859	1257	49.324	80.08	Bacteria;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium sp.*;	1;131567;2;1783272;1239;186801;186802;186806;1730;3100185;142586*	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	NA	0	0	0	0	0	0	0	0	22.7534	1.88863
k141_78276	1032	39.341	3.84	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 2/2 ORFs	NA	0	0	0	0	6.04176	0	7.54289	0	0	0
k141_41863	1745	45.616	5.82	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Duncaniella;Duncaniella sp.;	1;131567;2;1783270;68336;976;200643;171549;2005473;2518495;2649562;2518496	1.00;1.00;1.00;0.66;0.66;0.66;0.66;0.66;0.66;0.56;0.56;0.56	based on 3/3 ORFs	NA	0	0	4.34552	5.40213	0	0	0	0	4.25038	0.98
k141_78282	1238	33.683	5.55	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 1/1 ORFs	NA	0.86776	0	0	0	2.51903	1.52362	12.7294	0	0.938285	0
k141_53407	7758	42.395	11.66	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	1;131567;2;1783270;68336;976;200643;171549	1.00;0.91;0.91;0.62;0.62;0.62;0.62;0.62	based on 5/5 ORFs	NA	1.54682	0.0619686	0.979347	1.07222	0.363498	0.232792	0.076271	0	0.0716799	2.23116
k141_78287	1203	56.359	7.89	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;NA;Lachnospiraceae bacterium;	1;131567;2;1783272;1239;186801;3085636;186803;186928;1898203	1.00;1.00;1.00;1.00;1.00;1.00;0.88;0.88;0.88;0.88	based on 2/2 ORFs	NA	0	0	0.831206	0.874342	1.77849	1.61356	0	0	3.9747	30.9298
k141_66420	1546	34.153	5.19	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;	1;131567;2;1783272;1239;186801;3085636;186803	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	NA	0	0	0	0	0	0.977007	0	0	15.6434	0
k141_41877	1775	46.310	79.63	Bacteria;Bacillota;Clostridia;NA;NA;NA;Clostridia bacterium;	1;131567;2;1783272;1239;186801;348841;2044939	1.00;1.00;1.00;0.78;0.78;0.78;0.78;0.78	based on 3/3 ORFs	NA	0	0	0	0	0	0.741174	0	0.401442	15.0624	0
k141_66424	1100	46.182	65.78	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 2/2 ORFs	NA	1.09915	0	0	0	0	0	0	0	20.2041	0
k141_41879	1439	57.470	5.16	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;NA;Lachnospiraceae bacterium;	1;131567;2;1783272;1239;186801;3085636;186803;186928;1898203	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	NA	0.642273	0	0	0	0	0	0	0.610799	2.77789	14.411
k141_66431	1100	49.000	3.06	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;	1;131567;2;1783272;1239;186801;3085636;186803	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 3/3 ORFs	NA	0	0	0	0	0	5.78966	0	0	2.37695	7.39866
k141_28291	1159	35.030	12.27	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 2/3 ORFs	NA	8.9108	4.62757	0	2.82597	7.66436	6.9536	2.56303	0	0	1.11076
k141_78288	5143	45.810	14.00	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 11/11 ORFs	NA	2.76548	0.0470021	2.13749	2.48761	0.291925	1.76569	0	0	0.0543679	3.15895
k141_78292	1087	45.446	4.77	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;	1;131567;2;1783272;1239;186801;3085636;186803	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	NA	0	0	0	0	0	1.97632	0	0	13.3878	6.31391
k141_16234	1106	55.515	30.19	Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalibaculum;	1;131567;2;1783272;1239;526524;526525;128827;1729679	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 1/1 ORFs	NA	29.3558	0	29.502	28.9641	4.20826	3.81801	0	0	7.0537	13.4174
k141_66437	1327	42.351	8.15	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	NA	6.04212	4.23603	5.46498	1.43714	2.92328	0	3.91028	0	0	1.69463
k141_41890	1879	58.169	6.62	Bacteria;Bacillota;Clostridia;	1;131567;2;1783272;1239;186801	1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	NA	0.376693	0	1.02213	0	0	2.64559	0	0.358233	2.85115	13.1007
k141_28297	1288	41.925	31.44	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 1/1 ORFs	NA	7.21526	1.49882	2.17535	1.52549	7.75749	4.22286	4.15067	0	0	1.79881
k141_90484	2665	45.966	12.15	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 1/1 ORFs	NA	1.31082	0	0.169374	0.890816	0	3.61672	0	0.178084	10.7314	4.41176
k141_3867	1056	40.057	5.52	Bacteria;	1;131567;2;1783272	1.00;1.00;1.00;1.00	based on 2/2 ORFs	NA	0	1.11486	2.15746	0	1.15405	2.09406	0	0	24.502	0
k141_28304	1308	52.370	6.10	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 2/2 ORFs	NA	0	0	0	0	3.76103	0	12.7449	0	0	0
k141_3871	1569	43.340	6.52		1	1.00	based on 1/1 ORFs	NA	0	0	0.488646	0	0.522765	0	0	0	1.75247	17.5768
